COD_ESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
34265,00;HOMERO CALVOSO PROFESSOR;OURINHOS;SAO PEDRO DO TURVO;5,02
248186,00;JOSE TEODORO DE SOUZA ESCOLA MUNICIPAL;OURINHOS;SAO PEDRO DO TURVO;5,19
15830,00;HORACIO MANLEY LANE;SAO ROQUE;SAO ROQUE;5,22
15891,00;GERMANO NEGRINI PROFESSOR;SAO ROQUE;SAO ROQUE;5,38
16007,00;EPAMINONDAS DE OLIVEIRA PROFESSOR;SAO ROQUE;SAO ROQUE;5,12
81985,00;SONIA MARIA ABREU GHILARDI PROFA EMEF;SAO ROQUE;SAO ROQUE;5,41
215636,00;BARAO DE PIRATININGA EMEF;SAO ROQUE;SAO ROQUE;5,45
215648,00;PAULO RICARDO DA SILVEIRA SANTOS EMEF;SAO ROQUE;SAO ROQUE;5,67
215659,00;JOSE LUIZ PINTO EMEF;SAO ROQUE;SAO ROQUE;5,50
215661,00;CARMEM LUCIA BLANCO CARVALHO DE BRITTO PROFA EMEF;SAO ROQUE;SAO ROQUE;5,19
215673,00;MARIA JOSE FERRAZ SCHOENACKER PROFESSORA EMEF;SAO ROQUE;SAO ROQUE;5,27
215685,00;ANTONIO CAVAGLIERI PROFESSOR EMEIF;SAO ROQUE;SAO ROQUE;5,62
215697,00;PAULINO PEREIRA FIGUEIREDO EMEIF;SAO ROQUE;SAO ROQUE;4,96
215739,00;LEONIDAS ANTONIO DE MORAES PROFESSOR EMEIF R;SAO ROQUE;SAO ROQUE;5,18
227262,00;RABINDRANATH TAGORE DOS SANTOS PIRES EMEF;SAO ROQUE;SAO ROQUE;5,17
227274,00;JOAQUIM DA SILVEIRA SANTOS PROFESSOR EMEIF;SAO ROQUE;SAO ROQUE;5,28
227286,00;EUCLIDES DE OLIVEIRA PROFESSOR EMEF;SAO ROQUE;SAO ROQUE;5,24
227298,00;TETSU CHINONE EMEF;SAO ROQUE;SAO ROQUE;5,08
227304,00;MARIA APARECIDA DE OLIVEIRA RIBEIRO PROFESSORA EMEF;SAO ROQUE;SAO ROQUE;5,34
227316,00;TIBERIO JUSTO DA SILVA PROFESSOR EMEF;SAO ROQUE;SAO ROQUE;5,22
230984,00;RUTTE RODRIGUES DE CARVALHO PROFESSORA EMEIF;SAO ROQUE;SAO ROQUE;4,85
234710,00;ROQUE VERANI PROFESSOR EMEF;SAO ROQUE;SAO ROQUE;5,40
245823,00;IRACEMA VILLACA EMEF;SAO ROQUE;SAO ROQUE;5,35
245835,00;EMEF PROFESSORA OLGA DE TOLEDO FARIAS;SAO ROQUE;SAO ROQUE;5,28
433412,00;IFSP - CAMPUS SAO ROQUE;SAO ROQUE;SAO ROQUE;5,59
479433,00;DISTRITO DE MAYLASKI;SAO ROQUE;SAO ROQUE;5,13
925974,00;SAO ROQUE ETEC DE;SAO ROQUE;SAO ROQUE;5,77
11204,00;PLINIO GONCALVES DE OLIVEIRA SANTOS;CARAGUATATUBA;SAO SEBASTIAO;4,80
11265,00;WALKIR VERGANI;CARAGUATATUBA;SAO SEBASTIAO;4,95
11289,00;MARIA JOSE DA PENHA FRUGOLI PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;5,01
11368,00;MAISA THEODORO DA SILVA PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;5,25
11373,00;NAIR FERREIRA NEVES PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;5,40
37230,00;JOSEPHA DE SANT ANNA NEVES PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;4,92
46681,00;DULCE CESAR TAVARES PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;4,76
46700,00;SEBASTIANA COSTA BITTENCOURT PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;4,85
57204,00;GUIOMAR APARECIDA DA CONCEICAO DE SOUZA PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;5,12
57216,00;SOLANGE DE PAULA EM;CARAGUATATUBA;SAO SEBASTIAO;5,15
57228,00;JOSE MACHADO ROSA PROF DR EM;CARAGUATATUBA;SAO SEBASTIAO;5,34
57241,00;VERENA DE OLIVEIRA DORIA PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;5,10
221417,00;JOANA ALVES DOS REIS PROFESSORA E M;CARAGUATATUBA;SAO SEBASTIAO;5,18
221429,00;WALFRIDO MACIEL MONTEIRO EM;CARAGUATATUBA;SAO SEBASTIAO;5,07
221430,00;MARIA FRANCISCA SANTANA DE MOURA TAVOLARO PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;5,79
221442,00;MARIA ALICE RANGEL EM;CARAGUATATUBA;SAO SEBASTIAO;4,77
221454,00;IRAYDES LOBO VIANNA DO REGO PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;4,91
221466,00;HENRIQUE TAVARES DE JESUS EM;CARAGUATATUBA;SAO SEBASTIAO;4,70
221478,00;VILMA APARECIDA DE ALMEIDA RIBAS PROFESSORA EM;CARAGUATATUBA;SAO SEBASTIAO;5,20
221485,00;JOAO GABRIEL DE SANTANA PROF EM;CARAGUATATUBA;SAO SEBASTIAO;4,90
221491,00;CAMBURI EM DE;CARAGUATATUBA;SAO SEBASTIAO;4,78
221508,00;MARIA DA CONCEICAO DE DEUS SANTOS EM;CARAGUATATUBA;SAO SEBASTIAO;5,07
221512,00;MARIA VIRGINIA SILVA PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;4,96
228266,00;NAIR RIBEIRO DE ALMEIDA PROFESSORA ESCOLA MUNICIPAL;CARAGUATATUBA;SAO SEBASTIAO;4,89
245306,00;BAREQUECABA EM;CARAGUATATUBA;SAO SEBASTIAO;5,29
277373,00;CYNTHIA CLIQUET LUCIANO PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;5,07
277393,00;HENRIQUE BOTELHO EM;CARAGUATATUBA;SAO SEBASTIAO;5,40
280197,00;SEBASTIANA COSTA BITTENCOURT PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;4,98
280227,00;LUIZA HELENA DE BARROS PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;5,21
322532,00;EDILEUSA BRASIL SOARES DE SOUZA PROFA EM;CARAGUATATUBA;SAO SEBASTIAO;4,90
369299,00;ANTONIO LUIZ MONTEIRO PROFESSOR EM;CARAGUATATUBA;SAO SEBASTIAO;4,93
406302,00;SAO SEBASTIAO ETEC DE;CARAGUATATUBA;SAO SEBASTIAO;5,26
448916,00;TOPOLANDIA ESCOLA MUNICIPAL DA;CARAGUATATUBA;SAO SEBASTIAO;5,08
19082,00;GENY GOMES DONA;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;5,10
70579,00;EMEB PROFESSORA ILDA ANADAO ROSSI;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;5,09
226944,00;EMEB PROF SYLVIO DA COSTA NEVES;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;5,07
297392,00;FAZENDA CACHOEIRA;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;5,15
299315,00;EMEB POLO VALE DA GRAMA DONA MATHILDE DE CARVALHO DIAS;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;5,26
24235,00;SIMAO DA SILVA;RIBEIRAO PRETO;SAO SIMAO;5,17
24259,00;VIRGILIO GARCIA CAPITAO;RIBEIRAO PRETO;SAO SIMAO;5,05
24348,00;FRANCISCO DOS SANTOS PROF ETEC;RIBEIRAO PRETO;SAO SIMAO;5,21
24375,00;AGENOR MEDEIROS PROFESSOR;RIBEIRAO PRETO;SAO SIMAO;5,39
223074,00;MARCILIO BONDESAN ESCOLA MUNICIPAL;RIBEIRAO PRETO;SAO SIMAO;5,29
242093,00;FAUSTO PIRES DE OLIVEIRA HISTORIADOR EMEF;RIBEIRAO PRETO;SAO SIMAO;4,95
466104,00;YOLANDA JORGE PROFESSORA EMEF;RIBEIRAO PRETO;SAO SIMAO;6,04
12075,00;ANTONIO MOREIRA COELHO DEPUTADO;SAO VICENTE;SAO VICENTE;4,98
12087,00;ENIO VILAS BOAS PROFESSOR;SAO VICENTE;SAO VICENTE;5,26
12129,00;MARIA THEREZA DA CUNHA PEDROSO PROFESSORA;SAO VICENTE;SAO VICENTE;4,90
12130,00;JOSE NIGRO PROFESSOR;SAO VICENTE;SAO VICENTE;4,88
12142,00;ZULMIRA DE ALMEIDA LAMBERT PROFESSORA;SAO VICENTE;SAO VICENTE;5,34
12212,00;MARTIM AFONSO;SAO VICENTE;SAO VICENTE;5,18
12245,00;YOLANDA CONTE PROFESSORA;SAO VICENTE;SAO VICENTE;5,13
12300,00;MARGARIDA PINHO RODRIGUES;SAO VICENTE;SAO VICENTE;4,68
12324,00;ARMANDO VICTORIO BEI;SAO VICENTE;SAO VICENTE;4,89
12348,00;LEOPOLDO JOSE DE SANT ANNA PROFESSOR;SAO VICENTE;SAO VICENTE;4,99
37576,00;ANTONIO LUIZ BARREIROS;SAO VICENTE;SAO VICENTE;5,14
38842,00;LUIZ D AUREA PROFESSOR;SAO VICENTE;SAO VICENTE;4,95
41634,00;MARIA DULCE MENDES PROFESSORA;SAO VICENTE;SAO VICENTE;5,11
49153,00;ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO;SAO VICENTE;SAO VICENTE;4,87
56480,00;CAROLINA DANTAS EMEF;SAO VICENTE;SAO VICENTE;5,20
56492,00;DUQUE DE CAXIAS EMEIEF;SAO VICENTE;SAO VICENTE;5,03
56509,00;LIONS CLUBE EMEF;SAO VICENTE;SAO VICENTE;5,30
56510,00;MATTEO BEI EMEF;SAO VICENTE;SAO VICENTE;5,22
56534,00;RAQUEL DE CASTRO FERREIRA EMEF;SAO VICENTE;SAO VICENTE;5,22
70920,00;MARIO COVAS JUNIOR EMEF;SAO VICENTE;SAO VICENTE;5,12
70932,00;EMEIEF MARIA DE LOURDES BATISTA;SAO VICENTE;SAO VICENTE;4,84
85911,00;CAIC AYRTON SENNA DA SILVA EMEF;SAO VICENTE;SAO VICENTE;4,83
89461,00;REPUBLICA DE PORTUGAL EMEF;SAO VICENTE;SAO VICENTE;5,21
99144,00;VILA EMA EMEIEF;SAO VICENTE;SAO VICENTE;4,68
209582,00;RAUL ROCHA DO AMARAL EMEF;SAO VICENTE;SAO VICENTE;4,83
214450,00;AUGUSTO DE SAINT HILAIRE EMEF;SAO VICENTE;SAO VICENTE;4,87
214462,00;CONSTANTE LUCIANO CLEMENTE HOULMONT PROF EMEF;SAO VICENTE;SAO VICENTE;5,37
214474,00;EMEF PROF JACOB ANDRADE CAMARA;SAO VICENTE;SAO VICENTE;4,83
214486,00;LEONOR GUIMARAES ALVES STOFFEL PROFA EMEF;SAO VICENTE;SAO VICENTE;5,02
214498,00;EMEIEF MANOEL NASCIMENTO JUNIOR;SAO VICENTE;SAO VICENTE;4,97
214516,00;UNIAO CIVICA FEMININA EMEF;SAO VICENTE;SAO VICENTE;5,17
230868,00;SEBASTIAO RIBEIRO DA SILVA PREFEITO EMEIEF;SAO VICENTE;SAO VICENTE;4,84
230873,00;FRANCISCO MARTINS DOS SANTOS EMEF;SAO VICENTE;SAO VICENTE;4,96
230881,00;JORGE BIERRENBACH SENRA PREFEITO EMEF;SAO VICENTE;SAO VICENTE;4,77
230893,00;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PREFEITO JONAS RODRIGUES PREFEITO;SAO VICENTE;SAO VICENTE;4,87
230900,00;SAULO TARSO MARQUES DE MELLO EMEIEF;SAO VICENTE;SAO VICENTE;5,17
246165,00;VERA LUCIA MACHADO MASSIS PROFA EMEF;SAO VICENTE;SAO VICENTE;5,20
248976,00;ERCILIA NOGUEIRA COBRA EMEF;SAO VICENTE;SAO VICENTE;4,72
273485,00;ANTONIO PACIFICO EMEF;SAO VICENTE;SAO VICENTE;4,83
273491,00;ARMINDO RAMOS EMEF;SAO VICENTE;SAO VICENTE;4,84
273508,00;GILSON KOOL MONTEIRO PROF EMEIEF;SAO VICENTE;SAO VICENTE;5,04
273512,00;JOAQUIM RODRIGUES DA SILVA PASTOR EMEF;SAO VICENTE;SAO VICENTE;5,27
273521,00;LAURA FILGUEIRAS PROFA EMEF;SAO VICENTE;SAO VICENTE;4,96
273533,00;LUCIO MARTINS RODRIGUES PROF EMEF;SAO VICENTE;SAO VICENTE;4,78
273545,00;LUIZ PINHO DE CARVALHO FILHO PROF EMEF;SAO VICENTE;SAO VICENTE;5,12
273557,00;RENAN ALVES LEITE PROF EMEF;SAO VICENTE;SAO VICENTE;4,83
275517,00;JOSE MEIRELLES PREFEITO EMEF;SAO VICENTE;SAO VICENTE;4,67
275529,00;EMEIEF PREFEITO ANTONIO FERNANDO DOS REIS;SAO VICENTE;SAO VICENTE;5,37
275530,00;LUIZ BENEDITINO FERREIRA PREF EMEF;SAO VICENTE;SAO VICENTE;4,84
278919,00;MAURO APARECIDO DE GODOY EMEIEF;SAO VICENTE;SAO VICENTE;4,78
405224,00;RUTH CARDOSO DOUTORA ETEC;SAO VICENTE;SAO VICENTE;5,59
901404,00;ALBINO LUIZ CALDAS PROFESSOR;SAO VICENTE;SAO VICENTE;5,00
905012,00;PAULO DE ARRUDA PENTEADO PROFESSOR;SAO VICENTE;SAO VICENTE;5,01
909865,00;JOSE DE ALMEIDA PINHEIRO JUNIOR PROFESSOR;SAO VICENTE;SAO VICENTE;4,77
909877,00;JOAQUIM LOPES LEAO PASTOR;SAO VICENTE;SAO VICENTE;4,77
909889,00;OSWALDO DOS SANTOS SOARES PROFESSOR DOUTOR;SAO VICENTE;SAO VICENTE;5,56
909907,00;ALBERTO AUGUSTO PASTOR;SAO VICENTE;SAO VICENTE;4,90
923485,00;MARIO COVAS JUNIOR GOVERNADOR;SAO VICENTE;SAO VICENTE;5,18
15124,00;FLORA PRESTES CESAR PROFA;ITAPETININGA;SARAPUI;5,15
279055,00;CONCEICAO APARECIDA HOLTZ SANTOS PROFA EMEF;ITAPETININGA;SARAPUI;5,09
908290,00;MARIA IMACULADA CERQUEIRA BORHER PROFA;ITAPETININGA;SARAPUI;5,00
34319,00;EDGARDO CARDOSO DOUTOR;PIRAJU;SARUTAIA;4,93
219368,00;IRACEMA MARCONDES ALCANTARA EMEF;PIRAJU;SARUTAIA;5,21
27492,00;GENTILA GUIZZI PINATTI;VOTUPORANGA;SEBASTIANOPOLIS DO SUL;5,28
282881,00;CLAUDENEI PERPETUO DE MELO EMEF;VOTUPORANGA;SEBASTIANOPOLIS DO SUL;5,41
24296,00;FRANCISCO FERREIRA DE FREITAS;RIBEIRAO PRETO;SERRA AZUL;5,27
85397,00;SERRA AZUL;RIBEIRAO PRETO;SERRA AZUL;5,10
232658,00;JACOMO ANTONIO COPELLO PROF ESCOLA MUN DE ED BASICA;RIBEIRAO PRETO;SERRA AZUL;5,27
232661,00;ANTONIETTA DE MATTOS GUARYANNAS TAVEIROS PROFA EMEB;RIBEIRAO PRETO;SERRA AZUL;5,02
279161,00;MARIA DO ROSARIO FREITAS PROFA ESC MUN DE ED BASICA;RIBEIRAO PRETO;SERRA AZUL;5,18
23991,00;JOSE COSTA DEPUTADO;RIBEIRAO PRETO;SERRANA;5,38
128557,00;MARIA ANTONIA SOARES SELEGATO PROFA EMEF;RIBEIRAO PRETO;SERRANA;4,91
227183,00;JARDIM DOM PEDRO I EMEF;RIBEIRAO PRETO;SERRANA;5,28
227195,00;EDESIO MONTEIRO DE OLIVEIRA PROF EMEF;RIBEIRAO PRETO;SERRANA;4,89
227201,00;DALZIRA BARROS MARTINS PROFA EMEF;RIBEIRAO PRETO;SERRANA;5,43
231095,00;ELIZABETH SAHAO EMEF;RIBEIRAO PRETO;SERRANA;4,92
241131,00;MARIA CELINA WALTER DE ASSIS PROFA EMEF;RIBEIRAO PRETO;SERRANA;5,17
271275,00;PAULO SERGIO GUALTIERI BETARELLO EMEF;RIBEIRAO PRETO;SERRANA;4,84
279122,00;DILCE GONCALVES NETTO FRANCA PROFA EMEF;RIBEIRAO PRETO;SERRANA;5,14
350643,00;NEUSA MARIA DO BEM PROFESSORA;RIBEIRAO PRETO;SERRANA;5,10
434620,00;ANGELO CAVALHEIRO ETEC;RIBEIRAO PRETO;SERRANA;5,62
922687,00;JARDIM DAS ROSAS;RIBEIRAO PRETO;SERRANA;4,97
17644,00;JOVINO SILVEIRA DR;MOGI MIRIM;SERRA NEGRA;5,15
17673,00;MARIA DO CARMO DE GODOY RAMOS PROFA;MOGI MIRIM;SERRA NEGRA;5,28
17693,00;LOURENCO FRANCO DE OLIVEIRA;MOGI MIRIM;SERRA NEGRA;5,53
43515,00;ROMEU DE CAMPOS VERGAL DEP;MOGI MIRIM;SERRA NEGRA;5,42
45603,00;AMELIA MASSARO PROFA;MOGI MIRIM;SERRA NEGRA;5,41
47065,00;NAIR DE ALMEIDA PROFA;MOGI MIRIM;SERRA NEGRA;5,20
921579,00;FRANCA FRANCHI PROFA;MOGI MIRIM;SERRA NEGRA;5,02
23486,00;ISAIAS JOSE FERREIRA DOUTOR;SERTAOZINHO;SERTAOZINHO;4,99
23553,00;BRUNO PIERONI PROFESSOR;SERTAOZINHO;SERTAOZINHO;5,46
23607,00;WINSTON CHURCHILL;SERTAOZINHO;SERTAOZINHO;5,38
23620,00;ANTONIO FURLAN JUNIOR DOUTOR;SERTAOZINHO;SERTAOZINHO;5,22
44635,00;MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA;SERTAOZINHO;SERTAOZINHO;5,10
49585,00;ANNA PASSAMONTI BALARDIN;SERTAOZINHO;SERTAOZINHO;5,23
65171,00;JOANNINHA GILBERTI PROFESSORA EMEF;SERTAOZINHO;SERTAOZINHO;5,51
73520,00;JOSE NEGRI PROFESSOR EMEF;SERTAOZINHO;SERTAOZINHO;5,88
206799,00;MARILENA ARANTES MENEGHINI PROFESSORA EMEF;SERTAOZINHO;SERTAOZINHO;5,47
226889,00;ANGELO COLAFEMINA EMEF;SERTAOZINHO;SERTAOZINHO;5,69
229398,00;ELVIRA ARRUDA DE SOUZA PROFESSORA EMEF;SERTAOZINHO;SERTAOZINHO;4,99
241428,00;ANNITA BARTOLLETTI RODRIGUES PROFESSORA EMEIF;SERTAOZINHO;SERTAOZINHO;4,99
248587,00;NAIR TEIXEIRA ORTOLAN PROFESSORA EMEF;SERTAOZINHO;SERTAOZINHO;5,25
248599,00;ANACLETO CRUZ PROFESSOR EMEF;SERTAOZINHO;SERTAOZINHO;5,71
248605,00;ALFEU RODRIGUES SANTINHO EMEF;SERTAOZINHO;SERTAOZINHO;5,08
248617,00;SILVIO SARTI DOUTOR EMEF;SERTAOZINHO;SERTAOZINHO;5,50
248629,00;WALDOMIRO GOMES EMEF;SERTAOZINHO;SERTAOZINHO;5,39
280057,00;ANTONIO CRISTINO CABRAL PROFESSOR EMEF;SERTAOZINHO;SERTAOZINHO;5,57
280069,00;RAUL DO PRADO VIANNA PROFESSOR EMEF;SERTAOZINHO;SERTAOZINHO;5,38
280070,00;ELYDIA CARNEIRO DA ROCHA EMEF;SERTAOZINHO;SERTAOZINHO;5,24
392807,00;MARIA APARECIDA ORTOLAN BELLINI EMEF;SERTAOZINHO;SERTAOZINHO;5,11
439459,00;ROBERTO ZANUTTO DESIDERIO PROFESSOR EMEF;SERTAOZINHO;SERTAOZINHO;5,80
464338,00;MARIA NELI MUSSA TONIELO PREFEITA EMEIF;SERTAOZINHO;SERTAOZINHO;4,98
905847,00;FERRUCIO CHIARATTI;SERTAOZINHO;SERTAOZINHO;4,99
922717,00;EDITH SILVEIRA DALMASO PROFESSORA;SERTAOZINHO;SERTAOZINHO;4,94
923023,00;NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA;SERTAOZINHO;SERTAOZINHO;5,52
923710,00;IFSP - CAMPUS SERTAOZINHO;SERTAOZINHO;SERTAOZINHO;5,57
35142,00;PLACIDO DE PAULA E SILVA;REGISTRO;SETE BARRAS;4,92
35154,00;MARIA SANTANA DE ALMEIDA PROFESSORA;REGISTRO;SETE BARRAS;4,52
278178,00;DURVAL DE CASTRO PROF EMEF;REGISTRO;SETE BARRAS;5,15
278185,00;ELVIRA DE MELO SOUZA PROFA EMEF;REGISTRO;SETE BARRAS;4,77
339805,00;CORDEIRO DE FARIAS MARECHAL EMEF;REGISTRO;SETE BARRAS;4,69
28137,00;JOSE MARCELINO DE ALMEIDA;BARRETOS;SEVERINIA;4,92
83744,00;LUIGI VITALE FREI PAULINO EMEF;BARRETOS;SEVERINIA;4,99
230777,00;JOSE SEVERINO DE ALMEIDA EM;BARRETOS;SEVERINIA;5,23
230789,00;JOAO CAMACHO EM;BARRETOS;SEVERINIA;4,71
241167,00;ESMERALDA DUARTE DA SILVA EM;BARRETOS;SEVERINIA;5,28
470685,00;VICTORIA MALDONADO CAZARINE CEC;BARRETOS;SEVERINIA;5,08
12555,00;HILDEBRANDO MARTINS SODERO PROF;GUARATINGUETA;SILVEIRAS;4,83
223104,00;AURORA DE ANDRADE CARDOSO EMEIEF;GUARATINGUETA;SILVEIRAS;4,51
241568,00;EDMUND BENEDICT NUGENT DOM EMEIEF;GUARATINGUETA;SILVEIRAS;4,93
17711,00;JOSEPHINA GALVAO DE FRANCA ANDREUCCI PROFESSORA;BRAGANCA PAULISTA;SOCORRO;5,07
17735,00;NARCISO PIERONI;BRAGANCA PAULISTA;SOCORRO;5,26
17759,00;JOSE FRANCO CRAVEIRO;BRAGANCA PAULISTA;SOCORRO;5,50
198778,00;EM CORONEL OLIMPIO GONCALVES DOS REIS;BRAGANCA PAULISTA;SOCORRO;5,58
198785,00;EM PROFª ESTHER DE CAMARGO TOLEDO TEIXEIRA;BRAGANCA PAULISTA;SOCORRO;5,11
198791,00;EM PROFª BENEDICTA GERALDA DE SOUZA BARBOSA;BRAGANCA PAULISTA;SOCORRO;5,29
198808,00;EM PROF EDUARDO RODRIGUES DE CARVALHO;BRAGANCA PAULISTA;SOCORRO;5,40
665332,00;AGUDO EM;BRAGANCA PAULISTA;SOCORRO;4,96
912906,00;MARIA ODETTE DA SILVEIRA LEITE FRATTINI PROFESSORA;BRAGANCA PAULISTA;SOCORRO;5,39
912918,00;HELENA JOSE BONFA PROFESSORA;BRAGANCA PAULISTA;SOCORRO;5,17
917746,00;JOSE DINI;BRAGANCA PAULISTA;SOCORRO;5,29
4421,00;ESCOLA MUNICIPAL JACI DOURADO MATIELLI;SOROCABA;SOROCABA;5,80
4422,00;EM PROFA RENICE SERAPHIM;SOROCABA;SOROCABA;4,83
4958,00;EMEF PROFESSOR DIRCEU FERREIRA DA SILVA;SOROCABA;SOROCABA;5,17
4961,00;EMEF PROFESSOR JOSE OSORIO DE CAMPOS MAIA E ALMEIDA;SOROCABA;SOROCABA;5,31
16093,00;JOAQUIM IZIDORO MARINS PROFESSOR;SOROCABA;SOROCABA;5,44
16100,00;JOSE ODIN DE ARRUDA PROFESSOR;SOROCABA;SOROCABA;5,64
16111,00;GENESIO MACHADO PROFESSOR;SOROCABA;SOROCABA;5,55
16135,00;EZEQUIEL MACHADO NASCIMENTO PROFESSOR;SOROCABA;SOROCABA;5,68
16147,00;PORTO SEGURO VISCONDE DE;SOROCABA;SOROCABA;5,63
16159,00;VERGUEIRO SENADOR;SOROCABA;SOROCABA;5,59
16160,00;JULIO PRESTES DE ALBUQUERQUE DOUTOR;SOROCABA;SOROCABA;5,54
16172,00;FRANCISCO CAMARGO CESAR;SOROCABA;SOROCABA;5,18
16184,00;ALTAMIR GONCALVES PROFESSOR;SOROCABA;SOROCABA;5,88
16196,00;ACCACIO DE VASCONCELLOS CAMARGO PROFESSOR;SOROCABA;SOROCABA;5,15
16202,00;FRANCISCO EUPHRASIO MONTEIRO;SOROCABA;SOROCABA;5,56
16214,00;HUMBERTO DE CAMPOS;SOROCABA;SOROCABA;5,24
16226,00;JOAO CLIMACO DE CAMARGO PIRES;SOROCABA;SOROCABA;5,20
16238,00;FERNANDO PRESTES ETEC;SOROCABA;SOROCABA;5,79
16248,00;BRIGADEIRO TOBIAS;SOROCABA;SOROCABA;5,23
16251,00;ARTHUR CYRILLO FREIRE DOUTOR;SOROCABA;SOROCABA;5,57
16263,00;JOSE QUEVEDO PROFESSOR;SOROCABA;SOROCABA;5,33
16275,00;JOAO SOARES MONSENHOR;SOROCABA;SOROCABA;5,28
16287,00;MONTEIRO LOBATO;SOROCABA;SOROCABA;5,13
16299,00;AGGEO PEREIRA DO AMARAL PROFESSOR;SOROCABA;SOROCABA;5,71
16305,00;JOSE REGINATO PROFESSOR;SOROCABA;SOROCABA;5,47
16317,00;JULIO BIERRENBACH LIMA PROFESSOR;SOROCABA;SOROCABA;5,92
16329,00;LAURO SANCHEZ PROFESSOR;SOROCABA;SOROCABA;5,42
16330,00;LUIZ GONZAGA DE CAMARGO FLEURY PROFESSOR;SOROCABA;SOROCABA;5,67
16354,00;RUBENS DE FARIA E SOUZA ETEC;SOROCABA;SOROCABA;5,88
16366,00;ESCOLASTICA ROSA DE ALMEIDA PROFESSORA;SOROCABA;SOROCABA;5,72
16378,00;OSSIS SALVESTRINI MENDES PROFESSORA;SOROCABA;SOROCABA;5,36
16385,00;ENEAS PROENCA DE ARRUDA PROFESSOR;SOROCABA;SOROCABA;5,67
16391,00;ANTONIO MIGUEL PEREIRA JUNIOR;SOROCABA;SOROCABA;5,72
16408,00;ARQUIMINIO MARQUES DA SILVA PROFESSOR;SOROCABA;SOROCABA;5,82
16412,00;LUIZ NOGUEIRA MARTINS SENADOR;SOROCABA;SOROCABA;5,71
16421,00;FRANCISCO COCCARO PROFESSOR;SOROCABA;SOROCABA;5,58
16433,00;ANTONIO PADILHA;SOROCABA;SOROCABA;5,61
36648,00;BALTAZAR FERNANDES;SOROCABA;SOROCABA;5,79
36651,00;DIOGENES ALMEIDA MARINS PROFESSOR;SOROCABA;SOROCABA;5,03
38957,00;JORDINA AMARAL ARRUDA PROFESSORA;SOROCABA;SOROCABA;4,91
39779,00;MARIA CANDIDA DE BARROS ARAUJO PROFESSORA;SOROCABA;SOROCABA;5,10
39780,00;IZABEL RODRIGUES GALVAO PROFESSORA;SOROCABA;SOROCABA;5,01
41646,00;WALDEMAR DE FREITAS ROSA PROFESSOR;SOROCABA;SOROCABA;5,33
41658,00;GUMERCINDO GONCALVES;SOROCABA;SOROCABA;5,54
42419,00;ELZA SALVESTRO BONILHA PROFESSORA;SOROCABA;SOROCABA;5,21
42420,00;RENATO SENECA DE SA FLEURY PROFESSOR;SOROCABA;SOROCABA;5,83
42444,00;MARINA GROHMANN SOARES FERNANDES PROFESSORA;SOROCABA;SOROCABA;5,55
43497,00;ANTONIO CORDEIRO PROFESSOR;SOROCABA;SOROCABA;5,34
46991,00;LAILA GALEP SACKER PROFESSORA;SOROCABA;SOROCABA;5,39
58361,00;JOAO FRANCISCO ROSA EM;SOROCABA;SOROCABA;5,70
58373,00;JULICA BIERRENBACH PROFA EM;SOROCABA;SOROCABA;5,67
58415,00;ACHILLES DE ALMEIDA DR EM;SOROCABA;SOROCABA;5,76
58427,00;GETULIO VARGAS DR EM;SOROCABA;SOROCABA;5,81
62406,00;NORMA JUSTA DALL ARA PROFA EM;SOROCABA;SOROCABA;5,30
63848,00;BASILIO DA COSTA DAEMON PROF EM;SOROCABA;SOROCABA;5,45
67283,00;LEA EDY ALONSO SALIBA PROFA EM;SOROCABA;SOROCABA;5,25
67325,00;PAULO FERNANDO NOBREGA TORTELLO EM;SOROCABA;SOROCABA;5,50
67337,00;LEONOR PINTO THOMAZ EM;SOROCABA;SOROCABA;5,85
69966,00;FLAVIO DE SOUZA NOGUEIRA PROF EM;SOROCABA;SOROCABA;5,71
70282,00;HELIO DEL CISTIA;SOROCABA;SOROCABA;5,45
